543,0.57997698504,44.0,322.0,115.0,416.0
541,0.690503951289,52.0,276.0,116.0,357.0
544,1.0,26.0,311.0,112.0,412.0
536,1.0,109.0,218.0,156.0,280.0
537,1.0,108.0,243.0,158.0,306.0
535,1.0,115.0,220.0,166.0,281.0
538,0.711409395973,115.0,241.0,167.0,307.0
539,1.0,108.0,244.0,162.0,316.0
534,0.832623250152,145.0,219.0,192.0,275.0
532,1.0,169.0,201.0,212.0,254.0
540,1.0,89.0,280.0,147.0,355.0
529,1.0,182.0,190.0,224.0,239.0
516,1.0,346.0,149.0,370.0,177.0
533,0.605769230769,160.0,198.0,204.0,253.0
542,0.586558655866,42.0,286.0,110.0,370.0
531,1.0,166.0,201.0,208.0,252.0
530,1.0,171.0,186.0,211.0,234.0
521,1.0,290.0,157.0,319.0,191.0
525,1.0,230.0,176.0,265.0,217.0
526,1.0,231.0,179.0,267.0,221.0
517,1.0,330.0,156.0,356.0,187.0
528,0.728540305011,210.0,189.0,247.0,232.0
501,1.0,399.0,125.0,418.0,148.0
524,1.0,238.0,164.0,272.0,203.0
518,1.0,312.0,150.0,340.0,182.0
494,1.0,427.0,126.0,444.0,148.0
522,0,276.0,163.0,308.0,199.0
522,0.698512585812,276.0,163.0,308.0,199.0
497,0.651428571429,426.0,128.0,444.0,151.0
496,1.0,422.0,125.0,440.0,147.0
527,0.597916666667,225.0,177.0,259.0,217.0
498,1.0,425.0,123.0,443.0,146.0
519,0.767824497258,303.0,157.0,331.0,186.0
512,1.0,360.0,152.0,380.0,175.0
523,1.0,254.0,172.0,286.0,208.0
495,1.0,423.0,122.0,440.0,144.0
545,1.0,7.0,334.0,86.0,444.0
506,1.0,380.0,136.0,401.0,160.0
520,1.0,297.0,160.0,327.0,195.0
490,1.0,437.0,122.0,452.0,141.0
489,1.0,438.0,123.0,453.0,141.0
514,1.0,355.0,152.0,379.0,180.0
505,1.0,391.0,137.0,409.0,160.0
511,1.0,368.0,151.0,389.0,175.0
492,1.0,437.0,123.0,453.0,143.0
502,1.0,396.0,130.0,414.0,154.0
499,1.0,419.0,128.0,437.0,151.0
476,0.577319587629,463.0,112.0,476.0,129.0
504,1.0,394.0,127.0,414.0,152.0
474,0.736842105263,467.0,112.0,480.0,128.0
507,1.0,377.0,133.0,397.0,157.0
513,1.0,357.0,150.0,378.0,173.0
500,1.0,408.0,130.0,426.0,152.0
515,1.0,353.0,147.0,377.0,176.0
493,1.0,433.0,122.0,450.0,143.0
478,1.0,453.0,113.0,466.0,130.0
475,0.818518518519,466.0,110.0,478.0,126.0
503,1.0,397.0,131.0,416.0,155.0
481,1.0,456.0,115.0,470.0,131.0
473,1.0,467.0,109.0,480.0,125.0
469,1.0,483.0,107.0,495.0,123.0
477,1.0,456.0,115.0,469.0,131.0
510,1.0,376.0,143.0,396.0,165.0
491,1.0,438.0,128.0,454.0,147.0
483,1.0,447.0,119.0,460.0,136.0
508,0.7,379.0,146.0,398.0,166.0
484,1.0,446.0,116.0,459.0,133.0
470,1.0,479.0,108.0,492.0,124.0
509,1.0,379.0,144.0,401.0,168.0
472,1.0,467.0,108.0,480.0,123.0
467,1.0,483.0,106.0,495.0,122.0
485,1.0,446.0,122.0,460.0,139.0
488,1.0,446.0,125.0,459.0,142.0
482,1.0,454.0,118.0,467.0,135.0
471,1.0,472.0,111.0,484.0,126.0
466,0.560784313725,484.0,108.0,494.0,120.0
468,1.0,483.0,110.0,496.0,126.0
479,0.736666666667,455.0,119.0,467.0,135.0
480,1.0,458.0,118.0,470.0,134.0
486,1.0,450.0,121.0,464.0,138.0
464,1.0,490.0,106.0,502.0,121.0
487,1.0,448.0,120.0,463.0,137.0
465,1.0,489.0,109.0,501.0,123.0
458,0.496527777778,498.0,106.0,508.0,118.0
463,0.557142857143,491.0,109.0,502.0,123.0
462,0.518518518519,487.0,110.0,498.0,123.0
543,0,539.0,76.0,549.0,89.0
458,0,521.0,75.0,530.0,85.0
461,0.716911764706,485.0,106.0,497.0,120.0
542,0,540.0,75.0,553.0,90.0
541,0,540.0,76.0,554.0,91.0
476,0,472.0,74.0,480.0,83.0
457,0,521.0,74.0,534.0,88.0
474,0,596.0,70.0,604.0,80.0
462,0,38.0,36.0,53.0,53.0
497,0,38.0,36.0,53.0,53.0
463,0,37.0,36.0,52.0,53.0
474,0,38.0,36.0,52.0,53.0
522,1.0,596.0,70.0,604.0,80.0
522,0,596.0,70.0,604.0,80.0
533,0,577.0,64.0,592.0,81.0
457,1.0,499.0,106.0,508.0,118.0
