541,0.689681144866,44.0,277.0,110.0,360.0
543,0.660175639557,40.0,323.0,115.0,413.0
540,0.772698311564,60.0,283.0,122.0,359.0
542,0.799304952215,35.0,312.0,114.0,407.0
523,1.0,241.0,164.0,274.0,205.0
511,0.838709677419,361.0,152.0,383.0,177.0
525,0.842105263158,232.0,182.0,267.0,221.0
524,0.835227272727,231.0,169.0,265.0,210.0
536,0.79962721342,105.0,234.0,156.0,299.0
520,1.0,291.0,157.0,322.0,192.0
514,0.711967545639,355.0,150.0,380.0,177.0
521,1.0,280.0,158.0,310.0,194.0
544,0.865314173006,13.0,316.0,95.0,426.0
500,1.0,401.0,125.0,420.0,148.0
519,1.0,298.0,160.0,327.0,194.0
518,1.0,305.0,148.0,333.0,182.0
515,1.0,346.0,143.0,374.0,174.0
517,1.0,314.0,151.0,345.0,184.0
522,1.0,262.0,171.0,295.0,208.0
497,1.0,426.0,124.0,444.0,146.0
505,1.0,382.0,138.0,403.0,162.0
496,0.910675381264,425.0,128.0,443.0,150.0
535,0.73773676542,108.0,219.0,156.0,280.0
537,0.672764607056,115.0,242.0,167.0,310.0
512,0.728438228438,356.0,147.0,380.0,171.0
507,1.0,376.0,139.0,397.0,164.0
473,0.747922437673,466.0,111.0,480.0,128.0
510,0.793103448276,371.0,150.0,392.0,172.0
526,1.0,228.0,172.0,263.0,217.0
539,0.788196263314,97.0,269.0,157.0,342.0
494,1.0,423.0,123.0,440.0,145.0
501,1.0,397.0,130.0,415.0,150.0
493,1.0,429.0,126.0,446.0,146.0
498,1.0,421.0,125.0,439.0,148.0
516,1.0,335.0,152.0,363.0,184.0
538,0.632958801498,108.0,244.0,159.0,310.0
513,0.875,354.0,152.0,378.0,179.0
472,1.0,466.0,107.0,479.0,124.0
495,1.0,423.0,122.0,440.0,144.0
474,0.622340425532,467.0,109.0,481.0,126.0
503,1.0,395.0,127.0,415.0,152.0
499,1.0,411.0,130.0,429.0,152.0
469,0.583333333333,479.0,107.0,490.0,120.0
509,1.0,377.0,142.0,397.0,164.0
475,0.823529411765,464.0,110.0,477.0,127.0
488,1.0,439.0,124.0,454.0,143.0
506,1.0,376.0,131.0,398.0,156.0
477,0.7,454.0,113.0,467.0,129.0
482,0.678191489362,449.0,120.0,463.0,137.0
502,1.0,397.0,132.0,416.0,155.0
476,1.0,458.0,114.0,472.0,131.0
508,1.0,379.0,144.0,401.0,169.0
466,1.0,482.0,105.0,495.0,121.0
504,1.0,392.0,133.0,411.0,156.0
470,1.0,474.0,110.0,486.0,126.0
463,0.684210526316,490.0,106.0,502.0,121.0
481,1.0,454.0,116.0,468.0,133.0
471,1.0,468.0,109.0,481.0,125.0
468,1.0,483.0,107.0,496.0,123.0
492,1.0,434.0,121.0,451.0,141.0
449,0.6015625,500.0,101.0,510.0,114.0
485,1.0,449.0,121.0,463.0,139.0
448,1.0,500.0,102.0,510.0,115.0
489,1.0,437.0,120.0,452.0,138.0
484,0.676691729323,446.0,119.0,460.0,136.0
467,1.0,482.0,109.0,495.0,125.0
460,0.677083333333,486.0,104.0,498.0,118.0
464,1.0,489.0,108.0,500.0,121.0
465,1.0,484.0,108.0,496.0,123.0
483,0.676691729323,446.0,115.0,460.0,132.0
461,0.874439461883,487.0,107.0,499.0,122.0
462,0.770750988142,490.0,109.0,502.0,124.0
480,1.0,457.0,114.0,471.0,130.0
479,0.838815789474,456.0,118.0,470.0,134.0
486,1.0,449.0,119.0,463.0,136.0
527,1.0,217.0,179.0,253.0,226.0
487,1.0,445.0,123.0,460.0,140.0
459,1.0,490.0,108.0,502.0,123.0
478,1.0,453.0,116.0,466.0,132.0
490,1.0,437.0,125.0,453.0,144.0
534,0.778169014085,121.0,221.0,171.0,285.0
455,1.0,492.0,105.0,502.0,119.0
456,1.0,496.0,108.0,505.0,119.0
446,0.580357142857,506.0,101.0,515.0,113.0
491,0.780991735537,437.0,123.0,454.0,143.0
443,1.0,501.0,100.0,511.0,113.0
453,0.641666666667,497.0,108.0,507.0,121.0
450,0.611111111111,503.0,106.0,513.0,120.0
445,0.619047619048,507.0,102.0,516.0,114.0
451,1.0,504.0,103.0,514.0,116.0
457,0.80412371134,497.0,105.0,508.0,118.0
454,0.553191489362,493.0,104.0,502.0,117.0
437,0.779220779221,505.0,100.0,514.0,112.0
531,1.0,173.0,199.0,215.0,258.0
444,1.0,503.0,103.0,512.0,115.0
447,1.0,504.0,105.0,513.0,117.0
530,0.791234526598,166.0,194.0,208.0,248.0
442,1.0,501.0,102.0,510.0,114.0
452,1.0,502.0,104.0,512.0,117.0
528,0.931818181818,193.0,190.0,233.0,241.0
438,1.0,506.0,105.0,515.0,117.0
450,0,540.0,74.0,553.0,89.0
426,1.0,511.0,99.0,519.0,109.0
457,0,522.0,74.0,531.0,85.0
542,0,539.0,76.0,552.0,90.0
532,0.745856353591,165.0,194.0,209.0,253.0
436,1.0,506.0,103.0,515.0,114.0
441,1.0,507.0,104.0,516.0,115.0
430,0,596.0,70.0,605.0,81.0
533,0.83305785124,149.0,207.0,196.0,269.0
458,1.0,496.0,106.0,507.0,119.0
541,0,539.0,75.0,554.0,92.0
425,1.0,511.0,98.0,520.0,108.0
431,0,595.0,70.0,604.0,82.0
473,0,37.0,36.0,52.0,53.0
440,1.0,510.0,100.0,518.0,111.0
423,1.0,518.0,99.0,527.0,109.0
424,1.0,513.0,99.0,521.0,109.0
462,0,37.0,36.0,52.0,53.0
474,0,37.0,36.0,52.0,53.0
437,0.239520958084,502.0,100.0,508.0,108.0
432,0.825,511.0,102.0,519.0,112.0
454,0.355555555556,489.0,105.0,496.0,114.0
439,1.0,509.0,104.0,518.0,115.0
529,0.861159929701,175.0,183.0,214.0,234.0
449,0,541.0,76.0,553.0,90.0
428,0,37.0,36.0,52.0,53.0
434,0.318584070796,514.0,98.0,521.0,108.0
532,0,576.0,62.0,592.0,81.0
429,0,594.0,71.0,604.0,83.0
477,0,38.0,36.0,52.0,53.0
460,0,37.0,36.0,52.0,53.0
496,0,38.0,36.0,53.0,53.0
428,0.395604395604,513.0,100.0,520.0,108.0
434,0,37.0,36.0,52.0,53.0
461,0,38.0,36.0,52.0,53.0
446,0,37.0,36.0,52.0,53.0
461,0,558.0,73.0,569.0,86.0
483,0,38.0,36.0,52.0,52.0
429,0,556.0,72.0,568.0,86.0
491,0,38.0,36.0,53.0,53.0
484,0,38.0,36.0,52.0,52.0
453,0,37.0,36.0,52.0,53.0
545,0.63700234192,1.0,368.0,48.0,469.0
445,0,38.0,36.0,52.0,53.0
479,0,512.0,32.0,524.0,45.0
475,0,38.0,36.0,52.0,53.0
463,0,37.0,36.0,52.0,53.0
482,0,38.0,36.0,52.0,53.0
